t_quente,t_frio,v_real,v_ideal,p_real_mW,p_ideal_mW,score_degradacao,eficiencia_relativa
99.926419015578,22.47281636933397,1.2222708311476511,2.8547472233342295,538.6535372744312,1258.0842565223465,0.6381445683721739,0.42815378545094257
192.11428902558657,21.658241924628065,7.8337955477158845,8.204035160783988,931.141212753761,975.1486623000075,0.4592924535341931,0.9548710343330415
157.1190306898248,18.5230782500572,5.058020439987497,6.38183779825101,1085.0334934658779,1369.0153772858214,0.9644985248639408,0.792564868646308
135.78535747152586,27.14533340202976,3.917044209232263,4.454925625546569,1572.049192935207,1787.9201408348436,0.21897845098423818,0.8792614145069699
64.96298247078984,24.53248321017258,0.439969983118287,1.3850432901074095,129.54155588662834,407.8020539019611,0.5878564159989407,0.31765792822640676
64.95912325379243,32.31401984648007,0.0,0.6825342227256287,0.0,304.24434799882954,0.7002100149902226,0.0
49.29337794691192,15.642191609641165,0.0,0.4506518905518109,0.0,260.0769120661759,0.8255644893453816,0.0
178.58818332398963,27.877358551102525,7.097273200982566,7.330534674214458,558.9993052065953,577.3715726641933,0.4069710304280071,0.9681794717723953
136.1784018789134,30.258977570231224,2.443606922670423,4.257074003603825,1047.439773724014,1824.7732848081212,0.6869219076574815,0.5740109096676871
153.29161244736727,30.18973138376614,5.517267086637123,5.791444189004862,804.986105662659,844.9893816380849,0.3032014713842828,0.9526582489704968
43.29351908732839,32.7214793419105,0.0,0.008755367271885639,0.0,2.2286022974393296,0.4354760923618203,0.0
195.1855763459191,29.58067485658988,8.039992397526785,8.201999202784203,236.28740265267746,241.0486219839431,0.8956271312033992,0.9802478841309009
173.19082252806749,33.556201232953924,6.1991942587201745,6.750988361774432,559.0765383628882,608.8402857387154,0.9499076093309543,0.9182646919730143
73.97425770852419,21.65313199641783,1.3704863001588197,2.177140825232251,272.27259531022014,432.5295209248901,0.7188173469272647,0.6294890441200937
69.0919947531361,25.064188335030863,1.280167494827244,1.7405517102029322,271.10315080525083,368.59946427491553,0.374351890776185,0.7354952362805295
69.3447215765494,15.281593265657813,0.0,1.5047061722642265,0.0,813.6778040586601,0.820057789974664,0.0
88.67875887352604,15.139151746065824,2.5898777781656683,2.6499553325669156,1159.4095916484625,1186.304487385559,0.025867081725420182,0.9773288417936462
123.96102906115806,19.8025324090304,3.456966948833738,3.79760635548788,2017.44425914093,2216.2373125785443,0.10274591053942106,0.9103015488370132
109.11120298273852,17.016143942781706,2.3215065632072314,3.743959965812846,843.7566470455728,1360.7504529570929,0.6613737363753611,0.6200671435323865
86.59666243168671,20.204227358715073,2.7039180264877003,2.9738706590745885,412.64790956116354,453.84567829019977,0.29124857527005743,0.9092251582223538
137.8964631555807,18.540865890567947,4.252845360550728,5.464079094220587,864.6734961848948,1110.937260417737,0.9513862184004778,0.7783279274307808
62.3190177043267,15.570400496772965,1.4163981955311464,1.9028680725374698,281.4428464792119,378.10596518624294,0.43606061209230473,0.744349128679398
86.7431437656349,33.18608292812099,1.7414797679818268,2.229180312094915,352.87892461178365,451.7024921911253,0.429364820389177,0.7812197849934663
98.61789492699067,15.16446262777783,1.629110293624348,3.2226953920537555,663.1274913137889,1311.794492346319,0.6780795101909313,0.50551172053039
112.97119747472576,29.72164288674171,1.9796804095725093,3.408507116407689,639.7865374226835,1101.5500053657415,0.7675685623061896,0.5808057135177018
165.62815382288218,18.04295773839033,6.030619128588198,6.764312215398226,1431.6705796698056,1605.8495129593548,0.4755587381251365,0.891534709338924
71.94780514533755,33.244592439992005,1.6138802170693713,1.7240687825053143,158.1004888787406,168.89488729816236,0.21400090171172415,0.9360880632434203
122.27751014617786,32.85591879179772,4.299624796891691,4.416706354524664,99.15840341031783,101.85855071900198,0.7733086427256216,0.9734911967319831
134.78633101792678,28.07802292738515,4.70178536670253,4.997812664105248,654.076927704264,695.2580132070162,0.3203512748736276,0.9407686273854438
47.43206603519964,28.444682996012105,0.7570891450697228,0.7969775822722917,55.576497127251336,58.50463264476025,0.1751107692938576,0.9499503486289901
137.20717630423013,15.106782839393771,3.031897348770511,4.9269790934411235,1435.3383104087723,2332.49382610757,0.6316401899250133,0.6153663918539397
67.28385978996664,34.69743132227204,1.4022886174825937,1.4666188363196868,107.09810355697054,112.01124650982852,0.0904536669903504,0.9561370481796762
50.40825487764472,32.55665207151629,0.0,0.0,0.0,0.0,0.9713526750860549,0.0
191.82168596053333,32.90212451460184,6.330330999273499,7.319902680663975,1503.69813381969,1738.7596323034888,0.632397264412137,0.86481081399549
194.5011252919295,28.18489074101744,7.806789319832894,8.173771097014068,416.04917451969396,435.6068260976753,0.9858955209217558,0.9551025113442587
169.34357569863377,21.895738573090732,5.040837808108402,6.104661204887589,2467.5441910478075,2988.297157707587,0.33889342347863605,0.825735882342772
88.7382030677393,32.87297298180962,0.12203166417283938,2.0106432016100313,42.95295366566961,707.7102886561398,0.9712051611903979,0.06069284888670965
55.62753824102142,20.830338563023847,1.2848499061580974,1.420908447296521,191.5702120918682,211.85644432636764,0.14556224772862358,0.904245380860383
